Season No;Episode No;Episode Name;Character Name;Dialogue
3;1;The Rickshank Rickdemption;Beth;Don't make my mistake, Summer. Don't deify the people that leave you. You'll end up a horse surgeon in a world controlled by aliens whose medicine keeps horses  healthy forever.  Horses live longer than tortoises now. Is that what you want for yourself?
3;1;The Rickshank Rickdemption;Summer;Maybe I just want you to care if I run away yelling!
3;1;The Rickshank Rickdemption;Conroy;Who saved room for pill brûlée?
3;1;The Rickshank Rickdemption;Jerry;Ooh! 
3;1;The Rickshank Rickdemption;Convelious Daniel;I can see why you chose this family-friendly restaurant to represent your cerebellum. So safe, so comfortable, so Shoney's. But admit it, Rick -- you're going crazy cooped up in here. Let's go visit some memories.
3;1;The Rickshank Rickdemption;Rick;Oh, any particular ones? You want to see my first boner, or should we go straight to the moment I discovered interdimensional travel?
3;1;The Rickshank Rickdemption;Cornvelious Daniel;Ooh, your little flappy doodles are twitching. Does that mean you're aroused, or did you just get a signal that one of your buddies found a grape?
3;1;The Rickshank Rickdemption;Cornvelious Daniel;It's arousal. Yes, I'd like very much to visit the memory of you inventing your portal gun.
3;1;The Rickshank Rickdemption;Rick;Yeah, well, tough titties.
3;1;The Rickshank Rickdemption;Convelious Daniel;There's no tougher titty than a psychotic break, Rick.
3;1;The Rickshank Rickdemption;Rick;Well, that depends on who breaks first -- me or the titty.
3;1;The Rickshank Rickdemption;Cornvelious Daniel;Someone special you remember? Is that your memory of her out there -- between where you were on 9/11 and your favorite sports blooper?
3;1;The Rickshank Rickdemption;Cornvelious Daniel;If we stay here, you'll die, along with all your memories. If you take me where I want to go she'll be there, too, won't she?
3;1;The Rickshank Rickdemption;Rick;The day I invented the portal gun is the day I lost her.
3;1;The Rickshank Rickdemption;Cornvelious Daniel;Oh, that sounds cool. I can get what I want and you can say goodbye.
3;1;The Rickshank Rickdemption;Rick; Fine, but I'm driving.
3;1;The Rickshank Rickdemption;9/11 Memory Rick;--as an excuse to strip away our freedom!
3;1;The Rickshank Rickdemption;Morty;Huh? What are you -- What are you doing?
3;1;The Rickshank Rickdemption;Summer;Grandpa Rick must have some secret lab, right? With, like, laser guns and jets packs and a space tank! And we can go break him out of prison! Look at these dead flies! Maybe if we arrange them in a certain order, it plays a hologram or it opens a secret door.
3;1;The Rickshank Rickdemption;Morty;Summer, you're freaking me out. I know things have changed a lot, and I know you miss Rick, but getting him back wouldn't make things better. And, you know, we're not doing so bad.
3;1;The Rickshank Rickdemption;Summer;We're miserable, Morty! There's a mandatory curfew, their weird calendar made me 47, and they weaponized the Eiffel Tower!
3;1;The Rickshank Rickdemption;Morty;Hey, I like being 35. I-I can rent a car now.
3;1;The Rickshank Rickdemption;Summer;Because you suck! You've been keeping your lip zipped about it since Grandpa got arrested, but the fact is, you're freaking stoked to bail on him.
3;1;The Rickshank Rickdemption;Morty;He bails on everybody! He bailed on Mom when she was a kid! He -- He bailed on tiny planet! And in case I never made this clear to you, Summer, he bailed on you. He left you to rot in a world that he ruined because he doesn't care! Because nobody's special to him, Summer, not even himself. So, if you really want your grandpa back, grab a shovel. The one that won't let you down is buried in your backyard!
3;1;The Rickshank Rickdemption;Summer;You're right!
3;1;The Rickshank Rickdemption;Morty;What?! No, I'm not right. I-I was using ghoulish overkill! Ghoulish overkill, Summer!
3;1;The Rickshank Rickdemption;Morty;Oh, God! Oh, God! Whoa, whoa!
3;1;The Rickshank Rickdemption;Cornvelious Daniel;Where are we going?
3;1;The Rickshank Rickdemption;Rick;To the day it all began and ended. The moment that changed everything.
3;1;The Rickshank Rickdemption;McDonald's Drive-thru speaker;Welcome to McDonald's. Can I take your order?
3;1;The Rickshank Rickdemption;Rick;"Yeah, I'd like to get a 10-piece McNugget and a bunch of the Szechuan sauce. Like, as much as you're allowed to give me. In 1998, they had this promotion for the Disney film Mulan,"" where they -- where they -- they created a new sauce for the McNuggets called Szechuan sauce, and it's delicious! And then they got rid of it, and now it's gone. This is the only place we're gonna be able to try it, is in my memory."""
3;1;The Rickshank Rickdemption;Cornvelious Daniel;Rick, you're doing this bit while your brain is melting.
3;1;The Rickshank Rickdemption;Rick;Okay. All right, all right.
3;1;The Rickshank Rickdemption;Cornvelious Daniel;Is that--
3;1;The Rickshank Rickdemption;Rick;Me. I used to wear blue pants.
3;1;The Rickshank Rickdemption;Cornvelious Daniel;When'd you make the leap to interdimensional travel?
3;1;The Rickshank Rickdemption;Rick;I didn't. I did.
3;1;The Rickshank Rickdemption;Rick Prime;Well, well, well. If it isn't us. You know the worst part about inventing teleportation? Suddenly, you're able to travel the whole galaxy, and the first thing you learn is, you're the last guy to invent teleportation. Fortunately, you're about to invent something much more powerful.
3;1;The Rickshank Rickdemption;Young Rick;What?
3;1;The Rickshank Rickdemption;Morty;Summer, nobody has to know about that. We could put it right back and pretend we never saw it, like we did with Dad's mannequin leg.
3;1;The Rickshank Rickdemption;Summer;Fine, stay here. I'll rescue Grandpa myself.
3;1;The Rickshank Rickdemption;Morty;And how are you gonna do that?
3;1;The Rickshank Rickdemption;Summer;I don't know yet. I'll make it up as I go. That's what Grandpa Rick does. That's what heroes do.
3;1;The Rickshank Rickdemption;Morty;Y-You want to see what a hero Rick is? I-I'll bring you somewhere, Summer. Um-
3;1;The Rickshank Rickdemption;Conroy;My goodness, children.  Relinquish the illegal technology to the nearest Federation representative.  And then we'll all play Balderdash.
3;1;The Rickshank Rickdemption;Conroy;Oh, my goodness! Oh, oh! My goo-- 
3;1;The Rickshank Rickdemption;Summer;Oh, my God. I have that exact same top.
3;1;The Rickshank Rickdemption;Summer;"What is this place? And what's with Hunger Games"" Summer?"""
3;1;The Rickshank Rickdemption;Morty;That's my sister. This used to be my home.
3;1;The Rickshank Rickdemption;Rick Prime;Imagine doing anything you want, then hopping to a timeline where you never did it. Imagine going anywhere, anytime, with nobody able to stop you.
3;1;The Rickshank Rickdemption;Young Rick;Sounds lonely.
3;1;The Rickshank Rickdemption;Rick Prime;Lonely? Dude, you have yourself -- your infinite selves. It's a nonstop party where all the guests are the only person we like. You think it's cool being the smartest man on Earth, but once we give you this technology, you become the smartest thing in every conceivable universe -- the Infinite Rick, a god.
3;1;The Rickshank Rickdemption;Young Rick;Eh, pass.
3;1;The Rickshank Rickdemption;Rick Prime;Excuse me? Bro, Ricks don't pass on this. Who do you think you are?
3;1;The Rickshank Rickdemption;Young Rick;A different kind of Rick, I guess.
3;1;The Rickshank Rickdemption;Rick Prime;Well, we'll see how long that lasts.
3;1;The Rickshank Rickdemption;Diane;I heard sci-fi noises. Did you make a breakthrough?
3;1;The Rickshank Rickdemption;Young Rick;Sort of. I just took a long look at myself, and I don't think this science thing is gonna pay off.
3;1;The Rickshank Rickdemption;Diane;Well, why don't I get Beth and we'll go out for ice cream?
3;1;The Rickshank Rickdemption;Young Rick;That, Dianne, is the last great idea that will ever be had in this garage.
3;1;The Rickshank Rickdemption;Summer;Good roasted Cronenberg, I assume. Mom, you're looking feral. I can't believe Rick did this.
3;1;The Rickshank Rickdemption;Morty;"These are the parts of Rick's adventures you don't get to see -- the parts he leaves behind. All right, it's been great, guys. I really only wanted to stop by here for a quick I told ya so."" So, uh--"""
3;1;The Rickshank Rickdemption;Jerry;Looking for this?
3;1;The Rickshank Rickdemption;Morty;What are you doing with that?!
3;1;The Rickshank Rickdemption;Jerry;It stinks of Rick. 
3;1;The Rickshank Rickdemption;Morty;No! Why?! Why would you do that?! W-W-What is the matter with you people?!
3;1;The Rickshank Rickdemption;Jerry;You can never leave. She cannot remain.
3;1;The Rickshank Rickdemption;Summer;She stinks of Rick.
3;1;The Rickshank Rickdemption;Morty;Hold your fire! Hold your fire! I'm Morty C-137.
3;1;The Rickshank Rickdemption;Guard Rick;We detected a compromised portal gun. Where is your Rick?
3;1;The Rickshank Rickdemption;Summer;He's in prison.
3;1;The Rickshank Rickdemption;Morty;Summer.
3;1;The Rickshank Rickdemption;Summer;He got captured by the Federation and we were going to rescue him.
3;1;The Rickshank Rickdemption;Guard Rick;Very troubling. We can't risk Citadel secrets falling into the Federation's hands. We'll dispatch SEAL Team Ricks immediately to break into the prison holding C-137.
3;1;The Rickshank Rickdemption;Summer;Boo-yah!
3;1;The Rickshank Rickdemption;Guard Rick;Aand assassinate him.
3;1;The Rickshank Rickdemption;Summer;Boo-nah?
3;1;The Rickshank Rickdemption;Young Rick;Come on, girls! The ice cream's gonna melt.
3;1;The Rickshank Rickdemption;Young Rick;Nooooooo!
3;1;The Rickshank Rickdemption;Cornvelious Daniel;Wow. This sauce is fucking amazing. You said it was promoting a movie? 
3;1;The Rickshank Rickdemption;Young Rick;Carry the three, add a two. I got it. I fucking got it.
3;1;The Rickshank Rickdemption;Cornvelious Daniel;Whoa. I-Is that it, the portal gun?
3;1;The Rickshank Rickdemption;Rick;Yeah. That's the three lines of math that separates my life as a man from my life as an unfeeling ghost.
3;1;The Rickshank Rickdemption;Cornvelious Daniel;Awesome-possum.  Mission Control, you getting this?
3;1;The Rickshank Rickdemption;Gromflomite Worker;Holy shit, yes! Yes, we got it!
3;1;The Rickshank Rickdemption;Cornvelious Daniel;Yeah! Thanks, Rick. I'll try to remember to shut off the brainalyzer. Actually, I think it shuts off automatically once your brain is liquid. Don't know, don't care. Pull me out.  Hey, pull me out! Can you hear me?
3;1;The Rickshank Rickdemption;Rick;Nope, they cannot.
3;1;The Rickshank Rickdemption;Cornvelious Daniel;Why not?
3;1;The Rickshank Rickdemption;Rick;Because the code you just uploaded wasn't actually my portal-gun formula, it was a virus giving me full control over the brainalyzer.
3;1;The Rickshank Rickdemption;Cornvelious Daniel;What are you talking about? This is a memory. Y-You can't alter details of a memory.
3;1;The Rickshank Rickdemption;Rick;True, but you can alter anything you want about a totally fabricated origin story.
3;1;The Rickshank Rickdemption;Cornvelious Daniel;It's a trap! Abort! I'm still in his Shoney's! Repeat -- we never left his Shoney's!
3;1;The Rickshank Rickdemption;Rick;Mission accomplished, boys. Pull me out.
3;1;The Rickshank Rickdemption;Gromflomite Worker;Roger that.
3;1;The Rickshank Rickdemption;Rick;Okay, have fun in what's left of my brain. I'm gonna transfer to yours. Oh, there's not enough room for all my genius, so I'm leaving you with my fear of wicker furniture, my desire to play the trumpet, my tentative plans to purchase a hat, and six years of improv workshops. Comedy comes in threes.
3;1;The Rickshank Rickdemption;Cornvelious Daniel;It's a trap! Abort! We never left his --   No!
3;1;The Rickshank Rickdemption;Cornvelious Daniel/Rick;Another day, another dollar. Am I right great insect creature or whaaat?!
3;1;The Rickshank Rickdemption;Gromflomite Captain;Congratulations, Agent. You'll be highly commended for this.
3;1;The Rickshank Rickdemption;Cornvelious Daniel/Rick;Always wait for permission to  feel accomplishment. That's my motto.
3;1;The Rickshank Rickdemption;Gromflomite Captain;One thing still perplexes me -- why would Rick Sanchez turn himself in?
3;1;The Rickshank Rickdemption;Cornvelious Daniel/Rick;Well, I'm just a dumb-ass bug, but it's possible Rick knew he'd be interrogated at this facility, where we not only keep our most wanted, but our most sensitive data. Anyone here with level-nine access could  I don't know, collapse a government. I'm just gonna go take a dump. Is it cool if I use the level-nine bathroom? W-W-What's the level-nine master access code again?
3;1;The Rickshank Rickdemption;Gromflomite Worker;Oh, that's easy. 8-3--
3;1;The Rickshank Rickdemption;SEAL Team Rick leader;Yeah! SEAL Team Rick's in the house!
3;1;The Rickshank Rickdemption;SEAL Team Rick leader;D-99, y-you okay?
3;1;The Rickshank Rickdemption;Rick/Rick;I'm bummed I didn't get to give that insect dick a test-drive.
3;1;The Rickshank Rickdemption;Braided Rick;Wait, wait, wait, wait! T-The Council of Ricks sent us. We have your Morty and Summer. They're prisoners on the Citadel.
3;1;The Rickshank Rickdemption;Rick/Rick;Great!
3;1;The Rickshank Rickdemption;Speaker system;Security breach in room 6755.
3;1;The Rickshank Rickdemption;Rick/Rick;Lovely. Not only is my plan screwed up, I also forgot how to improvise.
3;1;The Rickshank Rickdemption;Speaker system;All security people approach.
3;1;The Rickshank Rickdemption;Speaker system;Security breach.
3;1;The Rickshank Rickdemption;Summer;A city of Grandpas?
3;1;The Rickshank Rickdemption;Morty;It's the Citadel of Ricks. All the different Ricks from all the different realities got together to hide here from the government.
3;1;The Rickshank Rickdemption;Summer;But if every Rick hates the government, why would they hate Grandpa?
3;1;The Rickshank Rickdemption;Morty;Because Ricks hate themselves the most. And our Rick is the most himself.
3;1;The Rickshank Rickdemption;Guard Rick;Not anymore, homey. SEAL Team Ricks turned his unibrow into two brows -- with a bullet.  Your Rick's dead! Your Rick's dead!
3;1;The Rickshank Rickdemption;Worker Rick;Sir, Rick D-99 is returning from the mission alone. Apparently, SEAL Team Ricks suffered heavy casualties.
3;1;The Rickshank Rickdemption;Commander in Chief Rick;Bring him in.
3;1;The Rickshank Rickdemption;Worker Rick;He says he'll only talk to a Rick with higher clearance.
3;1;The Rickshank Rickdemption;Commander in Chief Rick;La-di-da. Give me that. D-99, this is the commander in chief of the Citadel's militia.
3;1;The Rickshank Rickdemption;Rick/Rick;Go -- good enough.
3;1;The Rickshank Rickdemption;Commander in Chief Rick/Rick;He's a spy. Blow him up. I'm gonna go take a shit.
3;1;The Rickshank Rickdemption;Riq IV;Operating an unregistered portal gun, radicalizing a Summer, conspiring with a traitorous Rick. How do you plead?
3;1;The Rickshank Rickdemption;Morty;How is this a fair trial? O-Our lawyer is a Morty.
3;1;The Rickshank Rickdemption;Riq IV;It's not fair, you have no rights, and he's not a lawyer. We just keep him here because he's fun. Look at him go.
3;1;The Rickshank Rickdemption;Lawyer Morty; Ha ha, yeah!
3;1;The Rickshank Rickdemption;Riq IV;We'll be lenient if you renounce your Rick. What say you, Summer?
3;1;The Rickshank Rickdemption;Summer;I say fuck you! My grandpa was my hero. You killed him because you were jealous of him. That's pretty obvious from the haircuts. So do what you want to me, but let my brother go. He already renounced Rick.
3;1;The Rickshank Rickdemption;Riq IV;Morty?
3;1;The Rickshank Rickdemption;Morty;What? N-No, I don't want to see your Pog collection. I don't renounce Rick, and I never have. I was just trying to protect my sister. I wanted you to have a normal life. That's something you can't have when Rick shows up. Everything real turns fake. Everything right is wrong. All you know is that you know nothing and he knows everything. And, well -- well, he's not a villain, Summer, but he shouldn't be your hero. He's more like a demon or a super fucked up god.
3;1;The Rickshank Rickdemption;Riq IV;Let's not suck the ghost of his dick too hard. He was a terrorist, and now he's dead.
3;1;The Rickshank Rickdemption;Morty;Oh, yeah? If you think my Rick's dead, he's alive. And if you think you're safe, he's coming for you!
3;1;The Rickshank Rickdemption;Teleporter Worker Rick;Hey, whoa, whoa! What are you doing in here? This area's for teleporting the entire Citadel to somewhere else using only buttons and dials.
3;1;The Rickshank Rickdemption;Commander in Chief Rick/Rick;Yeah, well, it's a bad idea to have it designed that way then, isn't it?
3;1;The Rickshank Rickdemption;Teleporter Worker Rick;What the fuck? We just teleported into a galactic federal prison.
3;1;The Rickshank Rickdemption;Commander in Chief Rick/Rick;I'm gonna go take a shit.
3;1;The Rickshank Rickdemption;Lawyer Morty;Order in the court! Whoa! What the hell?! Oh, my God!
3;1;The Rickshank Rickdemption;Random Rick;Wait, wait, wait, wait! No, no, no!
3;1;The Rickshank Rickdemption;Hammerhead Morty;Whoa!  Whoa!
3;1;The Rickshank Rickdemption;Quantum Rick/Rick;The Citadel's been teleported to  Federation space. It's doomed. This has to be C-137, you guys. What are we gonna do?! You know he's coming for us.
3;1;The Rickshank Rickdemption;Riq IV;All right, calm down! We have his Summer as a hostage. Obviously, I get her. You guys play Rick, Laser, Scissors for the Morty.
3;1;The Rickshank Rickdemption;Zeta Alpha Rick;W-W-What the hell is that?
3;1;The Rickshank Rickdemption;Quantum Rick/Rick;Payback.
3;1;The Rickshank Rickdemption;Summer;Grandpa Rick!
3;1;The Rickshank Rickdemption;Rick;Duh!
3;1;The Rickshank Rickdemption;Summer;You're alive!
3;1;The Rickshank Rickdemption;Morty;Rick!
3;1;The Rickshank Rickdemption;Rick;Morty, take this. You're gonna need it later.
3;1;The Rickshank Rickdemption;Ricktiminus Sancheziminius;Hold on, hold on. Whoa!
3;1;The Rickshank Rickdemption;Riq IV;That's enough, Rick.
3;1;The Rickshank Rickdemption;Rick;What -- What's this supposed to accomplish? We have infinite grandkids. You're trying to use Disney bucks at a Caesar's Palace here.
3;1;The Rickshank Rickdemption;Summer;That's a bluff. He's bluffing, sir. He loves me.
3;1;The Rickshank Rickdemption;Riq IV;You're a rogue Rick -- irrational, passionate. You love your grandkids. You came to rescue them.
3;1;The Rickshank Rickdemption;Rick;I came to kill you, bro. That's not even my original Summer.
3;1;The Rickshank Rickdemption;Summer;Oh, my God. He's not bluffing. He's not bluffing!
3;1;The Rickshank Rickdemption;Morty;R-Rick?
3;1;The Rickshank Rickdemption;Riq IV;Why not shoot through her?
3;1;The Rickshank Rickdemption;Rick;20 yards, nine-gauge plasma pistol, My first shot would liquify her insides and injure you, second shot adds recoil. The risk to me is minimized if I wait for you to shoot her, which I'm encouraging you to do.
3;1;The Rickshank Rickdemption;Summer;What the fuck?
3;1;The Rickshank Rickdemption;Rick;Or let her go, which I will reward with a quicker death.
3;1;The Rickshank Rickdemption;Riq IV;Because you love her!
3;1;The Rickshank Rickdemption;Rick;Because it's incentive for you to give me my cleanest shot, which will be your least painful death. But if you want to die slower than that, I'm super into it. All you got to do to get that started is kill the girl.
3;1;The Rickshank Rickdemption;Summer;I hate you!
3;1;The Rickshank Rickdemption;Rick;Not an issue, sweetie.
3;1;The Rickshank Rickdemption;Morty;That's enough! Drop the gun, Rick!
3;1;The Rickshank Rickdemption;Rick;Morty, I know you're too stupid to get this, but you're really fuckin' this up right now.
3;1;The Rickshank Rickdemption;Morty;I'm not letting you let my sister die! Drop the gun!
3;1;The Rickshank Rickdemption;Rick;I wasn't gonna let her die, you fuckin' moron!
3;1;The Rickshank Rickdemption;Riq IV;Ha!
3;1;The Rickshank Rickdemption;Summer;Aww.
3;1;The Rickshank Rickdemption;Rick;The point is he thought I was going to.
3;1;The Rickshank Rickdemption;Riq IV;I totally did, by the way. You're a fucking moron, Morty.
3;1;The Rickshank Rickdemption;Summer;Morty, you fucking idiot!
3;1;The Rickshank Rickdemption;Rick;You're a serious fuckin' idiot, Morty! You basically killed us all! You're the worst! You're as dumb as a bag of sand.
3;1;The Rickshank Rickdemption;Morty;Who's stupid now, bitch?!
3;1;The Rickshank Rickdemption;Summer;Morty, we just got him back!
3;1;The Rickshank Rickdemption;Riq IV; That was amazing, Morty. Oh, my God. Wow. Okay, let's wrap this-
3;1;The Rickshank Rickdemption;Rick;Good job, Morty. Let's go, kids.
3;1;The Rickshank Rickdemption;Summer;What?! What happened?
3;1;The Rickshank Rickdemption;Rick;Oldest Rick trick in the book.
3;1;The Rickshank Rickdemption;Summer;"Fake gun, shoot me in standoff."" Brilliant."""
3;1;The Rickshank Rickdemption;Morty;Ha, yeah. G-Good thing I saw that note.
3;1;The Rickshank Rickdemption;Summer;Can't we just portal home?
3;1;The Rickshank Rickdemption;Rick;Not until I finish what I started. And that is how you get level-nine access without a password.
3;1;The Rickshank Rickdemption;Gromflomite Guard;Freeze!
3;1;The Rickshank Rickdemption;Rick;Employee of the month, ladies and gentlemen.
3;1;The Rickshank Rickdemption;Morty;So, what are you doing with level-nine access anyways?
3;1;The Rickshank Rickdemption;Rick;Destroying the  galactic government.
3;1;The Rickshank Rickdemption;Morty;Awesome! Whoa, cool!
3;1;The Rickshank Rickdemption;Summer;Awesome! Whoa, cool!
3;1;The Rickshank Rickdemption;Summer;Are you going to set all their nukes to target each other?
3;1;The Rickshank Rickdemption;Morty;Ooh, or -- or reprogram their military portals to disintegrate their entire space fleet?
3;1;The Rickshank Rickdemption;Rick;Good pitches, kids. I'm almost proud. But watch closely as Grandpa topples an empire by changing a one to a zero.
3;1;The Rickshank Rickdemption;Federation worker 1;Mr. President, the Blemflarck's value just dropped to nothing.
3;1;The Rickshank Rickdemption;Galactic Federation President;What do you mean?
3;1;The Rickshank Rickdemption;Federation worker 1;I mean, our single centralized galactic currency just went from being worth one of itself to zero of itself.
3;1;The Rickshank Rickdemption;Galactic Federation President;Calm down, people. Deploy the galactic militia and declare martial law.
3;1;The Rickshank Rickdemption;Federation commander;Yes, sir. Uh, what should I pay them with?
3;1;The Rickshank Rickdemption;Federation worker 2;Their payment is the honor they'll feel to serve their -- Wait. Who's paying me to yell at this guy?
3;1;The Rickshank Rickdemption;Federation worker 3;I can answer that -- for money.
3;1;The Rickshank Rickdemption;Federation worker 1;I never thought I'd live to see this day.
3;1;The Rickshank Rickdemption;Galactic Federation President;Gentlemen, gentlemen, gentlemen! There's a solution here you're not seeing.
3;1;The Rickshank Rickdemption;Federation worker 3;Give me your jacket!
3;1;The Rickshank Rickdemption;Federation worker 1;Give me those pants!
3;1;The Rickshank Rickdemption;Female Office Employee;There's no rich people or poor people! I want more jackets!
3;1;The Rickshank Rickdemption;Gromflomite Office Employee;He who controls the pants controls the galaxy!
3;1;The Rickshank Rickdemption;Mr. Goldenfold;No longer will the insects have domain over surface world!
3;1;The Rickshank Rickdemption;Beth;Jerry, what the hell is happening?!
3;1;The Rickshank Rickdemption;Jerry;The galactic government collapsed.
3;1;The Rickshank Rickdemption;Beth;Are you okay?
3;1;The Rickshank Rickdemption;Jerry;Look, I-I'm not proud to share this, but the truth is, I just kept crawling, and it kept working.  Oh, I'm glad you're okay. Are we ever going to stop paying for indulging your father? Our children, our planet, our jobs? Is there anything left to lose?
3;1;The Rickshank Rickdemption;Beth;Just each other, and I'll never let you go. And I'm so sorry I ever did this to us.
3;1;The Rickshank Rickdemption;Rick;Guess who dismantled the government?
3;1;The Rickshank Rickdemption;Beth;Please don't leave me again.
3;1;The Rickshank Rickdemption;Rick;I never will, baby.
3;1;The Rickshank Rickdemption;Summer;I was right. He turned himself in on purpose. It was all part of his plan!
3;1;The Rickshank Rickdemption;Rick;Jerry, is there any light beer left? It's insane what you miss in prison.
3;1;The Rickshank Rickdemption;Jerry;Um..okay. No. No, no, no. Foot down time.
3;1;The Rickshank Rickdemption;Rick;No, you're right. Where's the vodka?
3;1;The Rickshank Rickdemption;Jerry;Beth, it's him or me!
3;1;The Rickshank Rickdemption;Rick;Seems like you guys need some privacy. I'll, uh -- I'll be in the garage.
3;1;The Rickshank Rickdemption;Rick;What the fuck? Not cool, Jerry! A man's garage is his castle.
3;1;The Rickshank Rickdemption;Beth;Jerry's going to spend some time divorced.
3;1;The Rickshank Rickdemption;Rick;Oh, I-I'm sorry to hear that, sweetie. I hope I had nothing to do with that.
3;1;The Rickshank Rickdemption;Beth;Oh, God, Dad, that is not your burden to bear. I feel terrible that I misjudged you. This is gonna be good for Jerry.
3;1;The Rickshank Rickdemption;Rick;For everybody.
3;1;The Rickshank Rickdemption;Beth;For everybody.
3;1;The Rickshank Rickdemption;Beth;I better tend to Jerry before he changes his mind and doesn't move out. I will leave you two to your adventures.
3;1;The Rickshank Rickdemption;Summer;Oh, my God. Nancy says they're drawing and quartering aliens in the school courtyard, and it technically counts as patriotism.
3;1;The Rickshank Rickdemption;Morty;Geez! Are my parents seriously gonna get divorced? All right, Rick, I'm gonna go to my --
3;1;The Rickshank Rickdemption;Rick;Not so fast, Morty. You heard your mom. We've got adventures to go on, Morty -- just you and me -- and sometimes your sister and sometimes your mom, but never your dad. You want to know why, Morty? Because he crossed me.
3;1;The Rickshank Rickdemption;Morty;Okay, take it easy, Rick. T-T-That's dark.
3;1;The Rickshank Rickdemption;Rick;Oh, it gets darker, Morty. Welcome to the darkest year of our adventures. First thing that's different -- no more Dad, Morty.
3;1;The Rickshank Rickdemption;Morty;Oh, geez.
3;1;The Rickshank Rickdemption;Rick;He threatened to turn me in to the government, so I made him and the government go away.
3;1;The Rickshank Rickdemption;Morty;Oh, fuck.
3;1;The Rickshank Rickdemption;Rick;I've replaced them both as the de facto patriarch of your family and your universe. Your mom wouldn't have accepted me if I came home -
3;1;The Rickshank Rickdemption;Morty;Oh, man.
3;1;The Rickshank Rickdemption;Rick;- without you and your sister, so now you know the real reason I rescued you. Oh! I just took over the family, Morty, and if you tell your mom -
3;1;The Rickshank Rickdemption;Morty;Oh, man.
3;1;The Rickshank Rickdemption;Rick;- or sister I said any of this, I'll deny it -
3;1;The Rickshank Rickdemption;Morty;You're gonna deny it.
3;1;The Rickshank Rickdemption;Rick;- and they'll take my side because I'm a hero, Morty. And now you're gonna have to go -
3;1;The Rickshank Rickdemption;Morty;Oh.
3;1;The Rickshank Rickdemption;Rick;"- and do whatever I say, Morty, forever! And I'll -- I'll go out and I'll find some more of that Mulan"" Szechuan teriyaki dipping sauce, Morty. -"""
3;1;The Rickshank Rickdemption;Morty;What are you talking about?
