Season No;Episode No;Episode Name;Character Name;Dialogue
6;2;Rick: A Mort Well Lived;NPC Skater #1;Give it up, old man! We're just cool bad kids doing young stuff!
6;2;Rick: A Mort Well Lived;NPC Skater #2;You guys wanna do some more skateboard moves?
6;2;Rick: A Mort Well Lived;NPC Skater #3;Which ones?
6;2;Rick: A Mort Well Lived;NPC Skater #2;The rad ones, that's which.
6;2;Rick: A Mort Well Lived;NPC;How are you kids? Did you know your Grandpa's tryin' a get your attention?
6;2;Rick: A Mort Well Lived;NPC Skater #1;Yeah yeah, screw off, weirdo.
6;2;Rick: A Mort Well Lived;Marta;Grandson, what's that mean?
6;2;Rick: A Mort Well Lived;NPC Skater #1;He's one of those cult people. They worship some psycho named Roy that says he's everybody's grandpa. 
6;2;Rick: A Mort Well Lived;NPC Skater #1;So what do you want to do today, eat some snacks, and maybe let me kiss you finally? Y'know, with my mouth and stuff?
6;2;Rick: A Mort Well Lived;Marta;This is going on right now. Let's go check it out.
6;2;Rick: A Mort Well Lived;NPC Skater #1;Awe geez.
6;2;Rick: A Mort Well Lived;Marta;Come on, just for fun, you know?
6;2;Rick: A Mort Well Lived;Roy;No, that's not what I'm -You guys keep thinking I'm a religious leader, this isn't a religion, this is actual truth. I'm a scientist in real life, but this isn't real life, this is a video game. You at least understand that much right? This is a video game?
6;2;Rick: A Mort Well Lived;Man;But you said I'm your grandson?
6;2;Rick: A Mort Well Lived;Roy;I'm saying everyone is. Everyone here, everyone in this world but me. You're all my grandson, your name is Morty, you're stuck in a video game and I'm here to get you out.
6;2;Rick: A Mort Well Lived;NPC Junkie Girl;What about me? Am I your grandson?
6;2;Rick: A Mort Well Lived;Roy;I just said everyone is!
6;2;Rick: A Mort Well Lived;Marta;Incredible!
6;2;Rick: A Mort Well Lived;Roy;Okay, okay but don't react like that, it's not a religion, this is what is happening. You and me and your sister are at an arcade called Blips and Chitz. It's been taken over by terrorists. The power went out, the game restarted, and your identity has been splintered into all the non-player characters. So I jacked in as Roy, that's the player character, to get you, my grandson, Morty, out of the game before it's over and you die. OK, question over here.
6;2;Rick: A Mort Well Lived;NPC Old Woman;Am I your grandson?
6;2;Rick: A Mort Well Lived;Roy;Jesus! Yes! Every single one of you is one five billionth of Morty. All of you, collectively, are Morty. Look I don't wanna seem impatient but there's actually a lot more that we have to get done so if this is how hard it's gonna be we are in a lot of trouble. Summer, what?! I can't do this if you keep bugging me!
6;2;Rick: A Mort Well Lived;Rick;Do you understand time dilation? I'm losing a month a second out here.
6;2;Rick: A Mort Well Lived;Summer;There's an alien army shooting people, what am I doing?!
6;2;Rick: A Mort Well Lived;Rick;It's a small group of alien terrorists, just do a Die Hard.
6;2;Rick: A Mort Well Lived;Summer;What does that mean?
6;2;Rick: A Mort Well Lived;Rick;Sneak around, use air vents. You've never seen Die Hard?
6;2;Rick: A Mort Well Lived;Summer;I'm seventeen, no I've never seen fucking Die Hard!
6;2;Rick: A Mort Well Lived;Rick;Well neither did the guy in Die Hard so you're nailing it! Good luck!
6;2;Rick: A Mort Well Lived;Marta's Mom;Larry...
6;2;Rick: A Mort Well Lived;Larry;No, I'm at the end of my rope with this kid, I swear to God.
6;2;Rick: A Mort Well Lived;Larry;You gotta be kidding me.
6;2;Rick: A Mort Well Lived;Marta's Mom;Your beautiful hair.
6;2;Rick: A Mort Well Lived;Larry;This is not a daughter's haircut.
6;2;Rick: A Mort Well Lived;Marta;I'm not a daughter, I'm a grandson.
6;2;Rick: A Mort Well Lived;Larry;Your family had a perfectly fine religion. You were raised Jewish.
6;2;Rick: A Mort Well Lived;Marta;Dad, tell me anything specific about being Jewish.
6;2;Rick: A Mort Well Lived;Larry;There's a million things! You go to the temple with the special hat, the falafafluten.
6;2;Rick: A Mort Well Lived;Marta;The falafafluten, our Jewish words are gibberish because we're a fourteen year old boy who was raised nondenominational Christian and we're in a video game.
